EnglishDate,NepaliDate,Max,Min,Wind,Rain,Humidity,Cloud,Pressure
3/2/2018,20/10/2074,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
3/2/2019,20/10/2075,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
3/2/2020,20/10/2076,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
3/2/2021,21/10/2077,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
3/2/2022,20/10/2078,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
3/2/2023,20/10/2079,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
4/2/2009,22/10/2065,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
4/2/2010,21/10/2066,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
4/2/2011,21/10/2067,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
4/2/2012,21/10/2068,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
4/2/2013,22/10/2069,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
4/2/2014,21/10/2070,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
4/2/2015,21/10/2071,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
4/2/2016,21/10/2072,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
4/2/2017,22/10/2073,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
4/2/2018,21/10/2074,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
4/2/2019,21/10/2075,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
4/2/2020,21/10/2076,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
4/2/2021,22/10/2077,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
4/2/2022,21/10/2078,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
4/2/2023,21/10/2079,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
5/2/2009,23/10/2065,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
5/2/2010,22/10/2066,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
5/2/2011,22/10/2067,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
5/2/2012,22/10/2068,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
5/2/2013,23/10/2069,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
5/2/2014,22/10/2070,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
5/2/2015,22/10/2071,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
5/2/2016,22/10/2072,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
5/2/2017,23/10/2073,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
5/2/2018,22/10/2074,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
5/2/2019,22/10/2075,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
5/2/2020,22/10/2076,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
5/2/2021,23/10/2077,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
5/2/2022,22/10/2078,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
5/2/2023,22/10/2079,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
6/2/2009,24/10/2065,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
6/2/2010,23/10/2066,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
6/2/2011,23/10/2067,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
6/2/2012,23/10/2068,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
6/2/2013,24/10/2069,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
6/2/2014,23/10/2070,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
6/2/2015,23/10/2071,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
6/2/2016,23/10/2072,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
6/2/2017,24/10/2073,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
6/2/2018,23/10/2074,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
6/2/2019,23/10/2075,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
6/2/2020,23/10/2076,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
6/2/2021,24/10/2077,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
6/2/2022,23/10/2078,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
6/2/2023,23/10/2079,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
7/2/2009,25/10/2065,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
7/2/2010,24/10/2066,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
7/2/2011,24/10/2067,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
7/2/2012,24/10/2068,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
7/2/2013,25/10/2069,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
7/2/2014,24/10/2070,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
7/2/2015,24/10/2071,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
7/2/2016,24/10/2072,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
7/2/2017,25/10/2073,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
7/2/2018,24/10/2074,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
7/2/2019,24/10/2075,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
7/2/2020,24/10/2076,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
7/2/2021,25/10/2077,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
7/2/2022,24/10/2078,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
7/2/2023,24/10/2079,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
8/2/2009,26/10/2065,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
8/2/2010,25/10/2066,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
8/2/2011,25/10/2067,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
8/2/2012,25/10/2068,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
8/2/2013,26/10/2069,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
8/2/2014,25/10/2070,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
8/2/2015,25/10/2071,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
8/2/2016,25/10/2072,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
8/2/2017,26/10/2073,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
8/2/2018,25/10/2074,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
8/2/2019,25/10/2075,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
8/2/2020,25/10/2076,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
8/2/2021,26/10/2077,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
8/2/2022,25/10/2078,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
8/2/2023,25/10/2079,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
9/2/2009,27/10/2065,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
9/2/2010,26/10/2066,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
9/2/2011,26/10/2067,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
9/2/2012,26/10/2068,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
9/2/2013,27/10/2069,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
9/2/2014,26/10/2070,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
9/2/2015,26/10/2071,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
9/2/2016,26/10/2072,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
9/2/2017,27/10/2073,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
9/2/2018,26/10/2074,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
9/2/2019,26/10/2075,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
9/2/2020,26/10/2076,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
9/2/2021,27/10/2077,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
9/2/2022,26/10/2078,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
9/2/2023,26/10/2079,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
10/2/2009,28/10/2065,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
10/2/2010,27/10/2066,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
10/2/2011,27/10/2067,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
10/2/2012,27/10/2068,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
10/2/2013,28/10/2069,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
10/2/2014,27/10/2070,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
10/2/2015,27/10/2071,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
10/2/2016,27/10/2072,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
10/2/2017,28/10/2073,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
10/2/2018,27/10/2074,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
10/2/2019,27/10/2075,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
10/2/2020,27/10/2076,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
10/2/2021,28/10/2077,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
10/2/2022,27/10/2078,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
10/2/2023,27/10/2079,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
11/2/2009,29/10/2065,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
11/2/2010,28/10/2066,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
11/2/2011,28/10/2067,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
11/2/2012,28/10/2068,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
11/2/2013,29/10/2069,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
11/2/2014,28/10/2070,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
11/2/2015,28/10/2071,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
11/2/2016,28/10/2072,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
11/2/2017,29/10/2073,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
11/2/2018,28/10/2074,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
11/2/2019,28/10/2075,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
11/2/2020,28/10/2076,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
11/2/2021,29/10/2077,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
11/2/2022,28/10/2078,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
11/2/2023,28/10/2079,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
12/2/2009,1/11/2065,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
12/2/2010,29/10/2066,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
12/2/2011,29/10/2067,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
12/2/2012,29/10/2068,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
12/2/2013,1/11/2069,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
12/2/2014,29/10/2070,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
12/2/2015,29/10/2071,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
12/2/2016,29/10/2072,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
12/2/2017,1/11/2073,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
12/2/2018,29/10/2074,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
12/2/2019,29/10/2075,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
12/2/2020,29/10/2076,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
12/2/2021,30/10/2077,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
12/2/2022,29/10/2078,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
12/2/2023,29/10/2079,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
13/02/2009,2/11/2065,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
13/02/2010,1/11/2066,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
13/02/2011,1/11/2067,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
13/02/2012,1/11/2068,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
13/02/2013,2/11/2069,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
13/02/2014,1/11/2070,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
13/02/2015,1/11/2071,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
13/02/2016,1/11/2072,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
13/02/2017,2/11/2073,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
13/02/2018,1/11/2074,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
13/02/2019,1/11/2075,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
13/02/2020,1/11/2076,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
13/02/2021,1/11/2077,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
13/02/2022,1/11/2078,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
13/02/2023,1/11/2079,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
14/02/2009,3/11/2065,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
14/02/2010,2/11/2066,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
14/02/2011,2/11/2067,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
14/02/2012,2/11/2068,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
14/02/2013,3/11/2069,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
14/02/2014,2/11/2070,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
14/02/2015,2/11/2071,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
14/02/2016,2/11/2072,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
14/02/2017,3/11/2073,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
14/02/2018,2/11/2074,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
14/02/2019,2/11/2075,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
14/02/2020,2/11/2076,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
14/02/2021,2/11/2077,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
14/02/2022,2/11/2078,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
14/02/2023,2/11/2079,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
15/02/2009,4/11/2065,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
15/02/2010,3/11/2066,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
15/02/2011,3/11/2067,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
15/02/2012,3/11/2068,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
15/02/2013,4/11/2069,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
15/02/2014,3/11/2070,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
15/02/2015,3/11/2071,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
15/02/2016,3/11/2072,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
15/02/2017,4/11/2073,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
15/02/2018,3/11/2074,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
15/02/2019,3/11/2075,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
15/02/2020,3/11/2076,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
15/02/2021,3/11/2077,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
15/02/2022,3/11/2078,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
15/02/2023,3/11/2079,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
16/02/2009,5/11/2065,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
16/02/2010,4/11/2066,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
16/02/2011,4/11/2067,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
16/02/2012,4/11/2068,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
16/02/2013,5/11/2069,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
16/02/2014,4/11/2070,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
16/02/2015,4/11/2071,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
16/02/2016,4/11/2072,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
16/02/2017,5/11/2073,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
16/02/2018,4/11/2074,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
16/02/2019,4/11/2075,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
16/02/2020,4/11/2076,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
16/02/2021,4/11/2077,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
16/02/2022,4/11/2078,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
16/02/2023,4/11/2079,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
17/02/2009,6/11/2065,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
17/02/2010,5/11/2066,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
17/02/2011,5/11/2067,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
17/02/2012,5/11/2068,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
17/02/2013,6/11/2069,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
17/02/2014,5/11/2070,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
17/02/2015,5/11/2071,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
17/02/2016,5/11/2072,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
17/02/2017,6/11/2073,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
17/02/2018,5/11/2074,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
17/02/2019,5/11/2075,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
17/02/2020,5/11/2076,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
17/02/2021,5/11/2077,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
17/02/2022,5/11/2078,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
17/02/2023,5/11/2079,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
18/02/2009,7/11/2065,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
18/02/2010,6/11/2066,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
18/02/2011,6/11/2067,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
18/02/2012,6/11/2068,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
18/02/2013,7/11/2069,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
18/02/2014,6/11/2070,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
18/02/2015,6/11/2071,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
18/02/2016,6/11/2072,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
18/02/2017,7/11/2073,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
18/02/2018,6/11/2074,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
18/02/2019,6/11/2075,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
18/02/2020,6/11/2076,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
18/02/2021,6/11/2077,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
18/02/2022,6/11/2078,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
18/02/2023,6/11/2079,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
19/02/2009,8/11/2065,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
19/02/2010,7/11/2066,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
19/02/2011,7/11/2067,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
19/02/2012,7/11/2068,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
19/02/2013,8/11/2069,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
19/02/2014,7/11/2070,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
19/02/2015,7/11/2071,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
19/02/2016,7/11/2072,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
19/02/2017,8/11/2073,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
19/02/2018,7/11/2074,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
19/02/2019,7/11/2075,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
19/02/2020,7/11/2076,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
19/02/2021,7/11/2077,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
19/02/2022,7/11/2078,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
19/02/2023,7/11/2079,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
20/02/2009,9/11/2065,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
20/02/2010,8/11/2066,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
20/02/2011,8/11/2067,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
20/02/2012,8/11/2068,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
20/02/2013,9/11/2069,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
20/02/2014,8/11/2070,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
20/02/2015,8/11/2071,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
20/02/2016,8/11/2072,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
20/02/2017,9/11/2073,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
20/02/2018,8/11/2074,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
20/02/2019,8/11/2075,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
20/02/2020,8/11/2076,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
20/02/2021,8/11/2077,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
20/02/2022,8/11/2078,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
20/02/2023,8/11/2079,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
21/02/2009,10/11/2065,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
21/02/2010,9/11/2066,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
21/02/2011,9/11/2067,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
21/02/2012,9/11/2068,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
21/02/2013,10/11/2069,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
21/02/2014,9/11/2070,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
21/02/2015,9/11/2071,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
21/02/2016,9/11/2072,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
21/02/2017,10/11/2073,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
21/02/2018,9/11/2074,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
